Date,WBA,UNH,TRV,VZ,WMT,PG,UTX,DOW
1998-01-23,1247800,9566400,1385800,3714700,4918400,3938200,6028400,61250000
1998-01-26,776400,4848000,1401800,2131700,4368600,3552600,5917600,52540000
1998-01-27,1056800,8758400,1229200,4895700,5850000,7512400,3992000,69300000
1998-01-28,1213600,7218400,1083400,3442700,6058000,3903000,4299600,73510000
1998-01-29,2433200,5391200,1370200,3866900,5019200,5418600,4808800,77770000
1998-01-30,1434000,7356000,1446800,3089300,3924800,4161400,3850000,53670000
1998-02-02,2548400,9916000,1508400,3696200,5903800,3463000,4244800,64720000
1998-02-03,2101800,6534400,978200,2675000,8837200,5072400,3634400,59100000
1998-02-04,1629000,6724800,628800,3134900,8184800,3093200,2472000,56070000
1998-02-05,1627400,5368000,1081000,3723500,9032800,3219800,1832800,60110000
1998-02-06,893000,3493600,508800,2996600,4221600,4131600,2782800,49520000
1998-02-09,1014000,10347200,1009600,2469100,4626000,2832400,1901200,45450000
1998-02-10,1498000,8953600,844000,2701700,5779600,4955200,4456000,67300000
1998-02-11,1371800,4455200,772400,2335800,2669200,3737000,2285200,50190000
1998-02-12,1309400,17620000,1178800,4027500,5780000,3367600,1762000,57830000
1998-02-13,1898800,31290400,464200,2402600,4593200,3633800,1778400,44030000
1998-02-17,2342000,10353600,859600,2399900,4009600,3394400,2074000,57180000
1998-02-18,1788400,17975200,484200,1889500,4900600,3424000,2574800,55000000
1998-02-19,1693000,5607200,525400,2187700,4384400,3234000,1876000,54340000
1998-02-20,1640000,6608000,632000,3138300,6095000,3346600,2281600,57230000
1998-02-23,1503200,6108000,476600,3182300,6319800,3281400,1263200,47940000
1998-02-24,1457400,17188000,510600,3258800,8319800,2969600,1246400,53390000
1998-02-25,970800,8200800,447600,2485400,5502800,2531600,3038400,47540000
1998-02-26,867400,5354400,494000,2356500,4847000,2151200,4146800,49390000
1998-02-27,1183200,2713600,1048200,1498700,5158200,4687200,2439600,55150000
1998-03-02,965800,6292000,317600,3717100,6415400,3640000,4588400,55600000
1998-03-03,1313400,13246400,430000,4362900,6099800,4135000,3694400,57200000
1998-03-04,680800,11158400,456200,2737900,5384600,2601400,2130400,51380000
1998-03-05,1280800,7887200,608800,2219100,11125600,3080600,2054000,57110000
1998-03-06,1684800,9938400,588800,3601000,7873800,3457600,2421600,56180000
1998-03-09,2306800,8960800,810800,2459200,7855800,4651400,1799200,60730000
1998-03-10,2602200,12426400,440000,2005600,7720400,4074800,1633600,52660000
1998-03-11,1374400,8944000,863400,2043600,6608000,3072200,1954800,48620000
1998-03-12,854200,8256800,579200,1942800,4926200,3313200,1721600,46110000
1998-03-13,1354800,5133600,396800,2258400,6577400,4288600,2125200,48870000
1998-03-16,1139800,3982400,646600,2370700,4457800,3919000,1116400,49980000
1998-03-17,1223800,5104000,763600,2752400,4386000,3518800,1544400,51720000
1998-03-18,1277000,4529600,463800,3277000,4917400,3226000,2449600,48740000
1998-03-19,958800,5608800,675600,4184600,4440200,2658600,2391600,54710000
1998-03-20,1768200,5010400,892600,6298100,9361200,4850600,2919600,78600000
1998-03-23,1691800,6254400,369600,3745100,6186000,4111600,1860800,52570000
1998-03-24,1611600,7507200,436600,2902300,4817000,3556400,1179200,46280000
1998-03-25,1625600,6143200,756400,2802400,6829200,3841800,2492000,59390000
1998-03-26,2606000,5626400,458000,2597800,4144400,4226800,2029200,52240000
1998-03-27,2736200,5865600,328200,2422400,5845200,3678400,4178400,57390000
1998-03-30,1527000,5004000,994200,1993800,3453800,2534600,1304800,44030000
1998-03-31,2106600,7468000,735200,2459600,6811200,3873400,2148000,61770000
1998-04-01,1785200,6633600,591600,2410000,5923400,6446800,3750400,79540000
1998-04-02,2202800,14141600,485400,2975700,5831600,4576000,1875600,74630000
1998-04-03,2866800,12502400,598800,2298800,5483600,4369200,1794000,65520000
1998-04-06,2429200,6416800,554000,2575700,5277200,3298400,4317200,76620000
1998-04-07,1344200,4441600,489600,3656400,7889400,3286200,2110000,74580000
1998-04-08,1342200,6123200,797600,5013300,6582000,3702000,1667200,71630000
1998-04-09,757000,4986400,628400,3796900,5912000,2005200,1310800,56620000
1998-04-13,1032800,5668000,612400,3764900,5077000,3240000,1874400,62320000
1998-04-14,1253400,10496000,651800,3626400,8486400,3559200,2850400,61980000
1998-04-15,1779000,7983200,548200,4248400,6241200,5354400,2403600,67260000
1998-04-16,1302000,3668800,586000,4542600,5468000,4585400,2436400,64980000
1998-04-17,1359000,2613600,318800,4694400,5752000,4223600,2539200,62810000
1998-04-20,1482800,4704800,590600,3136900,3797800,3885600,1642000,60310000
1998-04-21,2357200,4280000,314800,2381900,5963200,6430200,4008800,67520000
1998-04-22,1405800,4682400,438600,2611300,3217400,4850800,2652400,55020000
1998-04-23,1252600,4569600,340600,3471400,4446800,9693400,2131200,66130000
1998-04-24,1725800,7247200,1509400,4104500,4978200,5331200,2209200,68360000
1998-04-27,1903000,9595200,1364000,3225600,5551200,6183200,3781200,78750000
1998-04-28,1310400,6624800,2376200,2336700,5217400,6326000,2848800,63230000
1998-04-29,1345800,8984000,1295200,2602300,6325200,4237600,1917200,51340000
1998-04-30,2798200,11359200,747200,3028300,6009600,5474000,2770800,58810000
1998-05-01,1708600,7000800,731200,3937600,4517200,2625200,2307600,50100000
1998-05-04,1188000,4484000,1780600,3654100,4111800,4392200,1816000,50980000
1998-05-05,1220200,5973600,1784200,2689600,3603000,3414600,1636400,42750000
1998-05-06,1162400,5621600,1312200,2391000,5002800,3727400,1737600,45340000
1998-05-07,1555400,8633600,771200,2314100,5911400,3603200,2256000,52340000
1998-05-08,2031600,8900000,1533200,2272800,3565000,3204000,2594000,51560000
1998-05-11,1762600,7950400,892200,3489000,4431600,3043000,1302000,56820000
1998-05-12,1790200,4170400,675600,1953500,11826600,4605000,1273600,56310000
1998-05-13,1401200,6102400,828700,3635200,8313400,3348800,2730800,59710000
1998-05-14,1323200,10771200,1187600,3608100,4558400,3162200,2510000,72870000
1998-05-15,1376800,4563200,1089600,4022000,5904000,3618600,2252000,65290000
1998-05-18,1276800,6199200,610200,4424400,4834800,3519800,3228000,53140000
1998-05-19,1186000,5775200,697500,3211800,3184800,2535200,3188800,55270000
1998-05-20,1040000,11716000,465400,2863600,4345600,4192600,2525600,62430000
1998-05-21,1192600,7404000,373200,2684700,5656600,2813200,1060800,58660000
1998-05-22,588000,6080800,488900,1509600,2882000,2203200,1368800,34130000
1998-05-26,1270400,7927200,655000,2208100,3815800,2751400,2052000,43350000
1998-05-27,1132800,4841600,531600,2222200,6019000,3849400,4840400,66910000
1998-05-28,1206000,53719200,726600,1957200,4059000,3071600,2394000,47970000
1998-05-29,1472400,36219200,568200,1994900,5788800,2684600,2132800,49310000
1998-06-01,1756600,12657600,694800,3484300,6474600,4358200,2619200,54770000
1998-06-02,1824000,11284800,951500,2298600,5931200,4427400,1795600,55160000
1998-06-03,1912600,10268800,343300,2537600,5088000,3565800,1220000,46970000
1998-06-04,1841000,4841600,210900,1549300,6250200,3072000,4444000,49950000
1998-06-05,1406000,7752800,461200,2175000,6764400,4033800,2129200,53630000
1998-06-08,1602200,5479200,267400,2119700,4291400,2685800,1414800,49410000
1998-06-09,1814200,7256800,216000,1654400,6158800,3712800,2821200,45310000
1998-06-10,1307600,8200800,719900,1455700,6007000,2806600,6410400,62720000
1998-06-11,1221800,6409600,573200,1433400,5602200,4057400,9702400,59840000
1998-06-12,1531800,6903200,612800,1701800,5171400,5095200,6566000,59700000
1998-06-15,1243800,8744800,573000,2005000,6705600,2985000,5778800,58000000
1998-06-16,1459600,7861600,633800,3313500,6382400,5824000,3935200,68610000
1998-06-17,2264000,11317600,435400,2151100,6349000,6773200,3992400,72940000
1998-06-18,2050000,10434400,301800,1586800,4422400,4323400,3140400,64310000
1998-06-19,1548600,5528800,586000,2837600,8459200,6074600,4390000,79840000
1998-06-22,813200,4661600,779800,1849200,4076400,2699000,2457200,45540000
1998-06-23,1025000,4396800,693200,1563900,5921200,3227000,3672800,54910000
1998-06-24,1364800,7944000,793300,8480100,6731600,4056200,1282800,73650000
1998-06-25,971400,7218400,806200,7208500,5488800,4184600,2378800,68640000
1998-06-26,784000,7123200,849300,3212500,3625800,2286600,2146400,52140000
1998-06-29,1889000,7296800,561500,2390500,6961000,3509800,1867200,50170000
1998-06-30,1442600,11105600,608500,2813200,6349800,3280000,4026800,61360000
1998-07-01,1556000,9270400,704000,2151000,6572400,3897000,2726800,66790000
1998-07-02,1173800,5815200,489700,1561000,3471400,2197800,1162400,50060000
1998-07-06,1495600,3695200,464200,2038100,5991000,2983800,1852000,48820000
1998-07-07,3019600,9404800,268300,2332800,4818800,3944800,2137600,56520000
1998-07-08,2029000,7382400,354300,1494800,5519800,2709800,1304800,59980000
1998-07-09,1348200,3653600,508200,1963300,5843000,2505400,2122800,65780000
1998-07-10,2190200,5412800,874800,1686800,7711400,3870400,1780800,67280000
1998-07-13,1221800,4840800,477300,2172200,4956800,2364200,1790400,57050000
1998-07-14,962400,3866400,870900,1588500,5432400,3197200,2447200,61490000
1998-07-15,1527200,6879200,718000,3484800,5028400,2959800,1628800,75860000
1998-07-16,959600,15615200,521500,3335400,6544000,3187600,1356400,63190000
1998-07-17,873600,5804000,558100,2793800,6733600,5990200,2534800,56870000
1998-07-20,1026800,4980800,193200,2260800,3769200,3191400,3758400,58490000
1998-07-21,1424000,9314400,245300,2944600,4978400,3510000,3051200,75250000
1998-07-22,1376800,9272800,644100,3833300,6510800,4473000,4103600,90780000
1998-07-23,2128600,16610400,494800,3526200,6322000,3708800,3491600,9440000
1998-07-24,1459200,10622400,402900,3513900,7876400,4797600,2368800,83960000
1998-07-27,1207600,6753600,1123500,2914500,5834200,3357000,2761600,73130000
1998-07-28,1318800,10200000,1877200,6470000,6525600,3798200,1757200,77500000
1998-07-29,1300600,4942400,738200,4206100,7887800,3234600,1808800,66510000
1998-07-30,1541200,19011200,1379700,2092600,8288600,20459000,2202800,73500000
1998-07-31,1372400,10849600,548200,2227100,7229800,15711600,3075200,75420000
1998-08-03,1383000,10774400,677600,2214900,4769400,13006400,2682000,65830000
1998-08-04,2135200,16819200,1202200,3662800,8289000,15761000,3388000,96980000
1998-08-05,2172800,15696800,2335900,3894300,10617800,9402000,4348400,98760000
1998-08-06,1594600,161821600,982300,2667600,7290200,10389200,3428000,77090000
1998-08-07,1807000,61660000,663100,2813000,7079000,5677800,5161200,80620000
1998-08-10,1409200,58244000,696600,2744000,5398600,4439000,2427200,59290000
1998-08-11,1307600,44596000,1618500,2819200,9502400,6208600,3264000,90960000
1998-08-12,1768600,39219200,1081600,2104000,9474600,3682800,3271600,72300000
1998-08-13,1115400,60422400,794100,2806500,5806400,3937600,2541200,71100000
1998-08-14,1226800,21409600,863500,2537200,5743800,4320200,3526000,83000000
1998-08-17,1147800,17489600,409800,2181200,5601600,4552400,2723600,67560000
1998-08-18,1060600,16209600,837400,2360900,7221000,3735000,2426400,66320000
1998-08-19,885800,19796800,626100,2413000,6893400,3341200,2166800,55810000
1998-08-20,927000,78269600,646000,2210200,5526800,4466600,2556000,60590000
1998-08-21,1763000,14641600,415700,3518800,6727800,5676800,2228400,83410000
1998-08-24,1202200,17336800,358800,1904700,6336200,3703600,3060800,61940000
1998-08-25,2001000,17336800,523000,2391000,8986000,4807000,3900800,65560000
1998-08-26,2153800,14724000,1351800,2181700,8020000,4001800,6337600,67770000
1998-08-27,2432000,28860800,1202900,3162800,10045800,7602800,8221600,104250000
1998-08-28,2832800,11284800,620700,3271000,12811600,6397200,3052800,94630000
1998-08-31,3527000,13128000,911200,4274500,14817000,7201800,5240800,117890000
1998-09-01,4687800,19870400,1027300,3514300,15841200,7814000,7954000,147170000
1998-09-02,2444000,15600800,1119400,3097900,11483600,6274800,4746000,95880000
1998-09-03,1775000,13599200,396000,3414000,17255800,6138600,7598800,108280000
1998-09-04,1489400,12001600,541700,2382500,9151800,5317600,4147200,96750000
1998-09-08,2427800,11704000,1170300,2967100,9704000,5924800,3802400,100540000
1998-09-09,1631200,8840000,1118100,1920600,7485400,12718600,2360800,85190000
1998-09-10,1553200,11754400,958600,2400800,8875800,14242400,2764000,101550000
1998-09-11,1511800,7276800,440200,2528900,7391000,8008200,2900000,91320000
1998-09-14,1763200,5613600,1190000,1969900,6258600,7263600,3196400,89750000
1998-09-15,2144600,4095200,579000,1921900,6982200,4263000,2106400,72890000
1998-09-16,2092400,8716000,927100,2505600,8883000,5777000,2157200,88360000
1998-09-17,1172000,11760800,653400,1698600,6241000,7928800,5268800,71890000
1998-09-18,2206600,10421600,717700,3430800,10028600,8479000,4949200,99090000
1998-09-21,1395400,7776800,289300,2154600,7133000,5433200,4245200,77720000
1998-09-22,1137800,7280800,234000,1754300,6117600,5329000,3358400,70850000
1998-09-23,2492600,3858400,344400,2816900,8934000,5213200,5324400,94270000
1998-09-24,1765000,8156800,466000,2504200,6930600,4189000,3252000,83180000
1998-09-25,1435000,13583200,787900,2951700,6634600,3870800,4045200,79140000
1998-09-28,1287600,5143200,1152100,2808600,5617000,4392400,2922000,74480000
1998-09-29,1017400,3483200,1048500,4546900,10017600,6092800,2225600,81200000
1998-09-30,2206200,9376800,815500,4618200,22507800,4437200,3966400,87640000
1998-10-01,2833800,21282400,583400,3707300,12650600,5016400,5305200,100930000
1998-10-02,3527800,23016800,666400,5708500,10221800,6809200,3409600,102730000
1998-10-05,2236200,16000000,1231600,6079800,9553200,5543400,4298000,98080000
1998-10-06,2218000,9760800,850600,3962100,9640800,4714600,5166800,91560000
1998-10-07,1508400,10343200,501700,4962700,8343600,7962000,3198800,105820000
1998-10-08,2832800,16084000,630200,4360100,13739800,10757200,3484800,138480000
1998-10-09,1495200,5900800,662400,2342400,7876600,6954400,4394400,101640000
1998-10-12,1313000,3452000,616500,2231100,8764200,3466200,2990800,74370000
1998-10-13,1534400,4002400,1812900,3085200,4978400,3652600,2347200,78690000
1998-10-14,2198800,4800800,1076400,3534700,8075000,4860600,3643600,80570000
1998-10-15,3119800,5260800,715000,3100100,9908400,6478200,4184800,99690000
1998-10-16,3631200,3022400,1260100,3144800,13891800,7067600,7337200,126790000
1998-10-19,1861000,4093600,1223100,1652000,9865400,3870600,2422800,72630000
1998-10-20,4119600,10695200,619100,1908000,11116200,5580600,3622400,99750000
1998-10-21,2099200,11272800,762900,1709400,8303000,4049600,3960400,81660000
1998-10-22,2025200,13204800,494100,2365400,5954400,8601800,3810000,71460000
1998-10-23,1295200,6252000,822500,2007000,5980200,7446600,3104800,64440000
1998-10-26,1858400,6063200,374900,1476900,5800600,5130400,2425200,57130000
1998-10-27,2227600,7978400,551800,2443900,7770000,4603200,4780400,75880000
1998-10-28,1518000,8836000,472300,1812600,5878600,4131200,3204400,61660000
1998-10-29,2059800,20413600,357000,2193100,5707200,3905200,2695600,61420000
1998-10-30,1701600,14140800,474600,2536600,9461600,4543000,5054400,70950000
1998-11-02,2158400,7996800,425700,3123200,6830800,4223800,2934000,80840000
1998-11-03,1234000,6528000,953700,2507900,7066400,3573400,2979200,75340000
1998-11-04,2499000,10311200,1019300,3194800,8176600,5121000,4768000,87020000
1998-11-05,4054000,25627200,623900,1944500,8379000,3674200,3234400,78000000
1998-11-06,2590800,14715200,810700,2080900,9295400,3880600,3231200,67750000
1998-11-09,1520000,7512000,473000,2520500,7620400,3472400,3175200,61020000
1998-11-10,1928000,7771200,451500,2684100,9373400,6390600,2797200,72800000
1998-11-11,1598600,4555200,610300,1807400,5648000,4555800,2322000,71300000
1998-11-12,1231800,4068800,1805400,1373400,5441200,3061400,3050400,58850000
1998-11-13,1501600,5415200,409100,1525900,4927000,3238200,3043600,56060000
1998-11-16,1792400,7892000,330800,1485600,6308000,3785200,3132000,68030000
1998-11-17,2316200,10705600,800200,2248600,6713600,4072200,3379200,83800000
1998-11-18,2149200,8120000,695000,1922400,6320400,3849000,3283600,63440000
1998-11-19,1555400,6363200,476200,1295000,7151600,3296000,1670000,64210000
1998-11-20,2087000,14231200,369900,1882400,6256000,4470200,3338000,75920000
1998-11-23,2760600,10240000,526700,2236400,5700800,4627400,2381600,84080000
1998-11-24,1980400,2395200,468500,2190300,4819400,4608400,5023600,81140000
1998-11-25,1719200,7445600,2513500,1763500,4979000,3224600,5502800,58200000
1998-11-27,1362400,1281600,74700,528600,2879000,888600,1585600,29010000
1998-11-30,2136400,3407200,325600,2200300,6714000,3861800,3764800,72220000
1998-12-01,2001800,4432000,564300,2024100,5921600,3207800,2690000,87730000
1998-12-02,1404200,6102400,261100,1879400,3768000,4030000,6563200,92350000
1998-12-03,1983400,7216800,380700,3404400,5410600,4835000,4434800,78460000
1998-12-04,1657200,8753600,567600,2387800,7022200,4255800,3433600,69610000
1998-12-07,1422800,7368000,714100,1519100,5101200,2894200,2539600,53310000
